Redirect URL,Full URL,Page Type / AEM Template,Migration Type,Taxonomy: Pillar,Taxonomy: Need states,Taxonomy: Product families,Taxonomy: Product capabilities,Taxonomy: Platforms,Taxonomy: Services and advisory,Taxonomy: Insight and thought leader content type,Taxonomy: Topic,Taxonomy: Theme,Taxonomy: Series,Taxonomy: Time horizon,Taxonomy: Market conditions,Taxonomy: Regulatory and operating context,Taxonomy: Vehicle type/segment,Taxonomy: Industry/Sector,Taxonomy: Audience role,Taxonomy: Workflow stage,Taxonomy: Content formats,Taxonomy: Asset attributes,Taxonomy: Campaign type,Taxonomy: Brand/ data source,Taxonomy: Market - sales region,Taxonomy: Market - region,Taxonomy: Market - Country
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fuel-for-thought-auto-safety-systems-calibration-challenges-repair-modification,https://www.spglobal.com/automotive-insights/en/blogs/2023/5/fuel-for-thought-auto-safety-systems-calibration-challenges-repair-modification,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS,Software-defined vehicles,Fuel for Thought,,,/Safety regulations,,/Automotive aftermarket|/Automotive OEMs,/Aftermarket provider|/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/how-general-motors-maintains-its-loyalty-lead-amid-declining-sales,https://www.spglobal.com/automotive-insights/en/blogs/2023/5/how-general-motors-maintains-its-loyalty-lead-amid-declining-s,Blog or Automotive Insights,Automatic,Sales solutions,,Loyalty,,,,/Analysis and reports|/Market news and updates,Loyalty,Automotive consumer trends,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/premium-audio-enters-the-mass-market,https://www.spglobal.com/automotive-insights/en/blogs/2023/5/premium-audio-enters-the-mass-market,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive parts and components,Automotive industry forecast and analysis|Automotive supply chain,,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/tesla-minority-group-loyalty,https://www.spglobal.com/automotive-insights/en/blogs/2023/5/tesla-minority-group-loyalty,Blog or Automotive Insights,Automatic,Sales solutions,,Loyalty,,,,/Analysis and reports|/Market news and updates,Demographic trends|Loyalty,Automotive consumer trends,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/why-vw-needs-scout,https://www.spglobal.com/automotive-insights/en/blogs/2023/5/why-vw-needs-scout,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/OEM strategist|/Competitive intelligence,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/autofinance-delinquencies-rise-past-great-recession-peak-but,https://www.spglobal.com/automotive-insights/en/blogs/2023/6/autofinance-delinquencies-rise-past-great-recession-peak-but,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,,Automotive industry forecast and analysis|Automotive consumer trends,,,,,,/Fleet management and leasing,/Leasing / financial services,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/china-exported-more-than-3-million-vehicles-in-22,https://www.spglobal.com/automotive-insights/en/blogs/2023/6/china-exported-more-than-3-million-vehicles-in-22,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fuel-for-thought-the-transformation-of-auto-retail,https://www.spglobal.com/automotive-insights/en/blogs/2023/6/fuel-for-thought-the-transformation-of-auto-retail,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Dealer and retail trends,Future of mobility,Fuel for Thought,,,,,/Automotive dealers and retailers,/Dealer / retailer,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/with-mobile-phone-semiconductor-demand-cooling-automotive-chip,https://www.spglobal.com/automotive-insights/en/blogs/2023/6/with-mobile-phone-semiconductor-demand-cooling-automotive-chip,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive semiconductors,Automotive supply chain|Supply chain resilience,,,,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/commercial-vehicle-forecast-mdhd-truck-market-coasts,https://www.spglobal.com/automotive-insights/en/blogs/2023/7/commercial-vehicle-forecast-mdhd-truck-market-coasts,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,,Automotive industry forecast and analysis|Commercial vehicle market,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/consumer-loyalty-to-finance-companies-fell-sharply,https://www.spglobal.com/automotive-insights/en/blogs/2023/7/consumer-loyalty-to-finance-companies-fell-sharply,Blog or Automotive Insights,Automatic,Sales solutions,,Loyalty,,,,/Analysis and reports|/Market news and updates,Loyalty,Automotive consumer trends,,,,,,/Fleet management and leasing,/Leasing / financial services,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fuel-for-thought-the-commercial-vehicle-fleet-accelerates,https://www.spglobal.com/automotive-insights/en/blogs/2023/7/fuel-for-thought-the-commercial-vehicle-fleet-accelerates,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis,Commercial vehicle market,Fuel for Thought,,,,,/Fleet management and leasing,/Fleet manager,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/july-us-auto-inventory-trends-you-should-know,https://www.spglobal.com/automotive-insights/en/blogs/2023/7/july-us-auto-inventory-trends-you-should-know,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive dealers and retailers,/Dealer / retailer,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/the-semiconductor-shortage-is-mostly-over-for-the-auto-industry,https://www.spglobal.com/automotive-insights/en/blogs/2023/7/the-semiconductor-shortage-is-mostly-over-for-the-auto-industry,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive semiconductors,Automotive supply chain|Supply chain resilience,,,,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/what-connected-car-services-are-consumers-willing-to-pay-for,https://www.spglobal.com/automotive-insights/en/blogs/2023/7/what-connectedcar-services-are-consumers-willing-to-pay-for,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Connected cars and vehicles|Consumer behavior insights|Pricing trends,Future of mobility,,,,,,/Automotive OEMs,/Product planner|/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/asean-sales-production-commentary-august-2023,https://www.spglobal.com/automotive-insights/en/blogs/2023/8/asean-sales-production-commentary-august-2023,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Vehicle production forecasts,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fuel-for-thought-warning-signs-on-the-path-to-mass-ev-adoption,https://www.spglobal.com/automotive-insights/en/blogs/2023/8/fuel-for-thought-warning-signs-on-the-path-to-mass-ev-adoption,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Market volatility trends,Electric vehicle industry,Fuel for Thought,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/incar-gaming-key-players-developments-and-outlook,https://www.spglobal.com/automotive-insights/en/blogs/2023/8/incar-gaming-key-players-developments-and-outlook,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Connected cars and vehicles,Future of mobility,,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/autonomous-vehicle-reality-check-widespread-adoption,https://www.spglobal.com/automotive-insights/en/blogs/2023/9/autonomous-vehicle-reality-check-widespread-adoption,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS,Future of mobility,,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fuel-for-thought-ev-marketing-challenges-vehicle-portfolio-grows,https://www.spglobal.com/automotive-insights/en/blogs/2023/9/fuel-for-thought-ev-marketing-challenges-vehicle-portfolio-grows,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Dealer and retail trends,Electric vehicle industry,Fuel for Thought,,,,,/Automotive OEMs|/Automotive dealers and retailers,/Marketing and media agencies|/Dealer / retailer,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/what-do-tesla-owners-buy-when-they-return-to-market,https://www.spglobal.com/automotive-insights/en/blogs/2023/9/what-do-tesla-owners-buy-when-they-return-to-market,Blog or Automotive Insights,Automatic,Sales solutions,,Loyalty,,,,/Analysis and reports|/Market news and updates,Consumer behavior insights,Automotive consumer trends,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/2024-us-presidential-election-and-the-auto-industry,https://www.spglobal.com/automotive-insights/en/blogs/2024/1/2024-us-presidential-election-and-the-auto-industry,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Regulations and compliance,Automotive industry forecast and analysis,,,,/Policy,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/ev-raw-materials-supply-crunch-battery-recycling,https://www.spglobal.com/automotive-insights/en/blogs/2024/1/ev-raw-materials-supply-crunch-battery-recycling,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive supply chain disruption and resilience,EV battery technology|Supply chain resilience|Automotive supply chain,,,,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/january-2024-us-auto-sales-feel-the-chill,https://www.spglobal.com/automotive-insights/en/blogs/2024/1/january-2024-us-auto-sales-feel-the-chill,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/bmw-hits-the-brakes-with-vehicle-recall,https://www.spglobal.com/automotive-insights/en/blogs/2024/10/bmw-hits-the-brakes-with-vehicle-recall,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Market news and updates,Vehicle recalls and safety,Automotive industry forecast and analysis,,,,/Recall requirements,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-chips-on-the-table-india-seizes-opportunities-in-a-thriving-automotive-scene,https://www.spglobal.com/automotive-insights/en/blogs/2024/10/briefcase-chips-on-the-table-india-seizes-opportunities-in-a-thriving-automotive-scene,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive semiconductors,Automotive supply chain,BriefCASE,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Supply chain analyst,,/Short-form article,,,,,,India
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-from-adas-to-autonomy-the-strategic-moves-shaping-automakers-future,https://www.spglobal.com/automotive-insights/en/blogs/2024/10/briefcase-from-adas-to-autonomy-the-strategic-moves-shaping-automakers-future,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS,Future of mobility,BriefCASE,,,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-lets-torque-tech-titans-in-the-auto-space,https://www.spglobal.com/automotive-insights/en/blogs/2024/10/briefcase-lets-torque-tech-titans-in-the-auto-space,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Competitive landscape,Automotive supply chain,BriefCASE,,,,,/Automotive OEMs,/Competitive intelligence|/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/car-model-cannibalization-analysis,https://www.spglobal.com/automotive-insights/en/blogs/2024/10/car-model-cannibalization-analysis,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Market segmentation insights|Competitive landscape,Automotive industry forecast and analysis|Automotive consumer trends,,,,,,/Automotive OEMs,/Product planner|/Competitive intelligence,,/Short-form article,,,,,,
